soru_metni,sik_a,sik_b,sik_c,sik_d,sik_e,dogru_cevap,zorluk,konular,aciklama,ders_ad
"Dondurma, XIX. yüzyıldan bu yana keyifle tükettiğimiz C)Bilimsel kavramlar, anlam genişlemesi ve yeniden yiyeceklerdendir. 1800’lerin başında Anadolu’da süt anlamlandırmaya uygun değildir. ve meyvenin karıştırılmasıyla yapılan dondurma, yüzyılın ortalarına doğru bir sokak lezzetine dönüşür. Osmanlı D)Kimi sözcükler, sözlük anlamlarının dışında İstanbul’unda ilk olarak seyyar satıcılarla karşımıza çıkan kullanıldıkça yeni çağrışımlar kazanır. dondurmanın bu şekilde satılması XX. yüzyılın ilk çeyreğine kadar sürer. 1930’lara gelindiğinde ise muhallebicilerde ve pastanelerde satılmaya başlar. sözlüklerde bulunması mümkün değildir. Sonraları ise sanayileşmenin etkisiyle dondurma yapımında elektrikli aletler kullanılır. Böylelikle dondurma, türlü değişimlere ayak uydurarak Türk mutfağındaki değerini korur. Bu parçada dondurmayla ilgili aşağıdakilerin 29. İnsanlar her adımını bir seçeneğe bağlar: başarı ya da hangisine değinilmemiştir? başarısızlık, zafer ya da bozgun. Bense bu seçeneklere hep mesafeli durmuşumdur. Çünkü başarmak ya da başarısızlığa uğramanın ancak durumsal, geçici anlamlar taşıdığına inanırım. Bu yüzden bana sürekli bir yarış pistinde olduğumu hissettiren ve her ne olursa olsun üretme ve hayata devam etme gücümü azaltan C)Ekonomik olarak erişilmesinin kolay olduğuna bu düşünme biçimini reddeder, akışına göre yaşamaya çalışırım. D)Çeşitli dönemlerde farklı mekânlarda satıldığına Bu parçanın yazarıyla ilgili aşağıdakilerden hangisi söylenemez? gösterir. C)Olumsuz sonuçlanabilecek girişimlerden uzak durmaya çalışır. D)Yaşamı koşullara göre şekillenen bir deneyim olarak görür. önceler. 9 Diğer sayfaya geçiniz. 2024-TYT/TÜR",İçeriğinde hangi tür malzemelerin kullanıldığına,Üretiminde teknolojik gelişmelerden de yararlanıldığına,,,"Sözcüklere yüklenen bazı kişisel anlamların,",,,TYT Türkçe,,Türkçe
"1980’lerde yapılan Türk filmlerinde eve ve ev içine kayıtlardır. Bir günlüğü ele geçirdiğinizde belki bir yönelik bir merak vardı. İnsanın mekânla ilişkisini yaşamın bir kısmını belki de tamamını elde etmiş yansıtmaktan olabildiğince uzak, doğallıktan yoksun ev olursunuz. Açılan her sayfa size yeni ve gerçekçi bir görüntülerini içeren yığınla film çekildi o zaman. Eşyanın hayat sunar. Hayat kesitlerindeki sahicilik ve içtenlikten bir dekor olarak kaldığı, kameranın uzun uzun içinde dolayı yazarla empati kurmanız tamamen olağandır. Bu dolaştığı, duvarlarına manidar tabloların asıldığı, yönüyle günlük, romanı andırsa da onun kurgusal yukarıdan çekilmiş merdiven sahnelerinin yer aldığı atmosferinden uzak olduğu için kendine has tarza sahip evler... Bunun üç nedeni vardı: Her şeyden önce mekân, edebî türdür. Türk sineması için yeni keşfedilen dolayısıyla da görüntü değeri yüksek bir malzemeydi. İkincisi; bu görüntüler Bu parçaya göre günlüklerle ilgili aşağıdakilerden dönemin mahremiyetini görünür kılma, iç dünyaları hangisi söylenemez? gözetleme ihtiyacına cevap veriyordu. Üçüncüsü ise arasında yer alır. gerekli olan sembolizmi mekân görüntüleriyle sağlama çabalarıydı. Bu parçada aşağıdakilerin hangisine öne çıkar. değinilmemiştir? C)Yazarın özel hayatından kesitleri özgün bir üslupla aktarır. dönüştüğüne D)İçerdiği bilgiler sayesinde okurun yazarla etkileşim kurmasını sağlar. cevap verdiğine özellikler taşır. tasarlandığına D)Filmlerdeki iç mekân tasvirlerinin ve sahnelerinin yapaylığına olan ilişkisine 10 Diğer sayfaya geçiniz. 2024-TYT/TÜR 35 - 36. soruları aşağıdaki parçaya göre",Gizemli yönleriyle insanların dikkatini çeken metinler yönetmenlerin belli bir estetik duygusu oluşturmak için,Hayatı samimi biçimde ve doğrudan yansıtmasıyla,,,Okura sunduğu bilgiler açısından roman türüyle benzer C)Bir dönem Türk sinemasında ev içi mekânların nasıl,,,TYT Türkçe,,Türkçe
"Kelebek şeklindeki mimarisiyle şehrin sembol ziyaret cevaplayınız. mekânlarından Konya Tropikal Kelebek Bahçesi, Avrupa’nın en büyük tropikal kelebek bahçesidir. 7.600 metrekare büyüklüğündeki vadinin yaklaşık 1.600 Doğuşu içinköleliğin kaldırıldığı 1865 yılı gösterilse de metrekaresi kelebek uçuş alanıdır. Yaz kış 26 derece aslında blues müziğininne zaman ortaya çıktığıtam sıcaklık ve yüzde 80 nem koşullarının sağlandığı bahçe, olarak bilinmiyor. Afrika’dan Amerika topraklarına köle 150 türe ait 20.000’den fazla tropikal bitkiye ve 45 türde olarak getirilenler;tarlada çalışırken özlemini duydukları binlerce kelebeğe yaşam alanı sunuyor. Kelebeklerin özgürlüğü, yaşadıkları acıları, aşkıve gündelik sıkıntıları larvadan kelebek hâline gelişindeki tüm evrelerinin adım blues tarzında söyledikleri şarkılarla dile getirirdi. adım izlenebildiği bahçede Kelebek Müzesi, Böcek Şarkılarını söylerkensesin temiz tınısına pekönem Müzesi ve Doğa Eğitim Sınıfı gibi ziyaret alanları da vermez, serbest ritim kullanır, doğaçlama yaparlardı. bulunuyor. Ayrıca hafta sonlarına özel olarak boyama ve Zaman içerisinde bu esneklik birtakım standartlara el işi etkinlikleri gerçekleştiriliyor. Bunun yanı sıra bilim bürünerekgünümüzde de kullanılan on iki ölçülü blues insanları tarafından yapılan mantar, kuş ve böcek kalıbının oluşmasını sağladı. XX. yüzyıla gelindiğinde incelemelerini ziyaretçiler gözlemleyebiliyor. blues müziğinin değişmez enstrümanı bançonun yanına Bu parçaya göre Konya Tropikal Kelebek Bahçesi ile İrlandalı ve İskoç göçmenlerin etkisiyle mandolin ile gitar ilgili aşağıdakilerden hangisi söylenemez? da eklendi.1920’lerdeblues müziğindenetkilenencaz yükselişe geçti. Bu aşamadan sonra blues sadece Afrika göçmenlerinin dinlediği ve ürettiği bir müzik olmaktan çıkıp tüm dünyada tanındı. Ama bu şarkıların ezgisi, sonuna kadar Afrika’nın dokusunu bünyesinde taşımaya devam etti. C)Dışarıdaki hava koşullarından etkilenmeyen bir ortama sahiptir. D)Kelebek mimarisiyle yurt dışındaki benzerlerinden ayrılır.",Bulunduğu şehrin öne çıkan yapıları arasında yer alır.,Bünyesinde çeşitli bilimsel ve sosyal etkinlikler yapılır.,,,,,,TYT Türkçe,,Türkçe
Bu parçada blues ile ilgili aşağıdakilerin hangisine değinilmemiştir? C)Temsil ettiği duyguların çeşitliliğine D)İcra edilmesinde kullanılan aletlere,Tarih içerisinde gösterdiği gelişime,Ortaya çıkış zamanının belirsizliğine,,,İçinde bir kelebeğin yaşam serüveni gözlemlenebilir.,,,TYT Türkçe,,Türkçe
"soruları aşağıdaki parçaya göre 34. Kelebek şeklindeki mimarisiyle şehrin sembol ziyaret cevaplayınız. mekânlarından Konya Tropikal Kelebek Bahçesi, Avrupa’nın en büyük tropikal kelebek bahçesidir. 7.600 metrekare büyüklüğündeki vadinin yaklaşık 1.600 Doğuşu içinköleliğin kaldırıldığı 1865 yılı gösterilse de metrekaresi kelebek uçuş alanıdır. Yaz kış 26 derece aslında blues müziğininne zaman ortaya çıktığıtam sıcaklık ve yüzde 80 nem koşullarının sağlandığı bahçe, olarak bilinmiyor. Afrika’dan Amerika topraklarına köle 150 türe ait 20.000’den fazla tropikal bitkiye ve 45 türde olarak getirilenler;tarlada çalışırken özlemini duydukları binlerce kelebeğe yaşam alanı sunuyor. Kelebeklerin özgürlüğü, yaşadıkları acıları, aşkıve gündelik sıkıntıları larvadan kelebek hâline gelişindeki tüm evrelerinin adım blues tarzında söyledikleri şarkılarla dile getirirdi. adım izlenebildiği bahçede Kelebek Müzesi, Böcek Şarkılarını söylerkensesin temiz tınısına pekönem Müzesi ve Doğa Eğitim Sınıfı gibi ziyaret alanları da vermez, serbest ritim kullanır, doğaçlama yaparlardı. bulunuyor. Ayrıca hafta sonlarına özel olarak boyama ve Zaman içerisinde bu esneklik birtakım standartlara el işi etkinlikleri gerçekleştiriliyor. Bunun yanı sıra bilim bürünerekgünümüzde de kullanılan on iki ölçülü blues insanları tarafından yapılan mantar, kuş ve böcek kalıbının oluşmasını sağladı. XX. yüzyıla gelindiğinde incelemelerini ziyaretçiler gözlemleyebiliyor. blues müziğinin değişmez enstrümanı bançonun yanına Bu parçaya göre Konya Tropikal Kelebek Bahçesi ile İrlandalı ve İskoç göçmenlerin etkisiyle mandolin ile gitar ilgili aşağıdakilerden hangisi söylenemez? da eklendi.1920’lerdeblues müziğindenetkilenencaz yükselişe geçti. Bu aşamadan sonra blues sadece Afrika göçmenlerinin dinlediği ve ürettiği bir müzik olmaktan çıkıp tüm dünyada tanındı. Ama bu şarkıların ezgisi, sonuna kadar Afrika’nın dokusunu bünyesinde taşımaya devam etti. C)Dışarıdaki hava koşullarından etkilenmeyen bir ortama sahiptir. D)Kelebek mimarisiyle yurt dışındaki benzerlerinden ayrılır. 35. Bu parçada blues ile ilgili aşağıdakilerin hangisine değinilmemiştir? C)Temsil ettiği duyguların çeşitliliğine D)İcra edilmesinde kullanılan aletlere 36. Bu parçaya göre blues ile ilgili aşağıdakilerden hangisi söylenebilir? dünyaya yayılmıştır. oluşturmuştur. C)Ritmindeki çeşitlilik sayesinde geniş kitlelere hitap etmiştir. D)Bireyselliğin ön plana çıktığı müzik türleri içinde kabul görmüştür. girmesini zorlaştırmıştır. 11 Diğer sayfaya geçiniz. 2024-TYT/TÜR 37 - 38. soruları aşağıdaki parçaya göre 38. Bu parçaya göre mühendislik uygulamasıyla ilgili cevaplayınız. aşağıdakilerden hangisi söylenebilir? Araştırmacılar, bitkilerden esinlenerek çeşitli ürünler ortaya koyuyor. Bu esin kaynaklarından biri de etçil bir bitki olan “güneş gülü”dür. Bu bitkinin yaprakları, çalışır. uçlarında yapışkan bir madde olan tüylerle kaplıdır. Yaprakların üzerine konan böcekler, buradaki maddeye C)Doğa bilimlerinin temel yaklaşımlarını benimser. saplanıp kalır. Ardından bitki, yaprakları ile avının etrafını sarar. Bunun sırrı yaprakların yapısında gizlidir. D)Bireyde çevreyi koruma bilincigeliştirmeyi amaçlar. Üst kısmındaki hücreler yuvarlak, alt kısmındakiler ise ince ve uzun bir şekle sahiptir. Yapraklara dokunan canlıların tetiklediği biyokimyasal sinyaller, hücrelerin tasarlar. iç basıncının değişmesine neden olur. Tıpkı şişirilen bir balonun hangi şekli alacağının yapısına bağlı olması gibi yapraklar da basınca göre şekil değiştirir. Alt kısmındaki hücreler, üsttekilere göre daha fazla şişer ve bu sayede avı sıkıca kavrar. Bitkinin bu hareketi, bilim insanlarının nesneleri kavrayabilen robot parmakları tasarlamalarına ilham kaynağı olmuştur. Doğadan esinlenilen bu mühendislik uygulamasında tasarımın nasıl çalışacağını önceden bilmek mümkün olduğundan ürün prototipinin test edilme süresi de büyük ölçüde kısalmakta ve teknolojik gelişme hız kazanmaktadır.",Bulunduğu şehrin öne çıkan yapıları arasında yer alır.,Bünyesinde çeşitli bilimsel ve sosyal etkinlikler yapılır.,,,İçinde bir kelebeğin yaşam serüveni gözlemlenebilir.,,,TYT Türkçe,,Türkçe
Bu parçaya göre güneş gülü hakkında aşağıdakilerin hangisi söylenemez? müdahaleyle açığa çıkar. kabiliyeti kazandırır. C)Duyarlı tüyleri hareketi algılayarak şekil değiştirmesine olanak tanır. D)Yapraklarına uygulanan dışsal kuvvet kimyasal yapısını kalıcı olarak değiştirir. hareketsiz kalmasını sağlar. 12 Diğer sayfaya geçiniz.,Kimyasal etkileşime ve uyarana yönelik tepkileri dış,Hücreleri arasındaki yapısal farklar ona hareket,,,Salgıladığı bir madde temas sonrasında avının,,,TYT Türkçe,,Türkçe
"soruları aşağıdaki parçaya göre 38. Bu parçaya göre mühendislik uygulamasıyla ilgili cevaplayınız. aşağıdakilerden hangisi söylenebilir? Araştırmacılar, bitkilerden esinlenerek çeşitli ürünler ortaya koyuyor. Bu esin kaynaklarından biri de etçil bir bitki olan “güneş gülü”dür. Bu bitkinin yaprakları, çalışır. uçlarında yapışkan bir madde olan tüylerle kaplıdır. Yaprakların üzerine konan böcekler, buradaki maddeye C)Doğa bilimlerinin temel yaklaşımlarını benimser. saplanıp kalır. Ardından bitki, yaprakları ile avının etrafını sarar. Bunun sırrı yaprakların yapısında gizlidir. D)Bireyde çevreyi koruma bilincigeliştirmeyi amaçlar. Üst kısmındaki hücreler yuvarlak, alt kısmındakiler ise ince ve uzun bir şekle sahiptir. Yapraklara dokunan canlıların tetiklediği biyokimyasal sinyaller, hücrelerin tasarlar. iç basıncının değişmesine neden olur. Tıpkı şişirilen bir balonun hangi şekli alacağının yapısına bağlı olması gibi yapraklar da basınca göre şekil değiştirir. Alt kısmındaki hücreler, üsttekilere göre daha fazla şişer ve bu sayede avı sıkıca kavrar. Bitkinin bu hareketi, bilim insanlarının nesneleri kavrayabilen robot parmakları tasarlamalarına ilham kaynağı olmuştur. Doğadan esinlenilen bu mühendislik uygulamasında tasarımın nasıl çalışacağını önceden bilmek mümkün olduğundan ürün prototipinin test edilme süresi de büyük ölçüde kısalmakta ve teknolojik gelişme hız kazanmaktadır. 37. Bu parçaya göre güneş gülü hakkında aşağıdakilerin hangisi söylenemez? müdahaleyle açığa çıkar. kabiliyeti kazandırır. C)Duyarlı tüyleri hareketi algılayarak şekil değiştirmesine olanak tanır. D)Yapraklarına uygulanan dışsal kuvvet kimyasal yapısını kalıcı olarak değiştirir. hareketsiz kalmasını sağlar. 12 Diğer sayfaya geçiniz.",Doğayı taklit ettiği tasarımlarıyla kabul görür.,Teknolojik gelişmeleri çevresel koşullara uyarlamaya,,,Doğadan hareketle işleyişi öngörülebilir ürünler,,,TYT Türkçe,,Türkçe
"Ferhat Paşa Antlaşması’ndan sonra Safevilerin, ham uymaması üzerine II. Balkan Seferi’ne çıkmış ve Doğu ipeği Anadolu üzerinden geçirmeden Avrupa’ya ihraç Roma ile Anatolios Antlaşması’nı imzalamıştır. Bu etmeleri, Osmanlı ekonomisine zarar vermiştir. Bunun antlaşmaya göre Doğu Roma, Hunlara savaş tazminatı üzerine Osmanlı Devleti karşı önlem olarak İran’ın ödeyecek ve önceden ödediği vergi üç katına ihtiyacı olan başta gümüş olmak üzere kıymetli çıkarılacak, Hun sınır şehri Niş’te pazar kurulacak ve madenlerin İran’a ihracatını engellemiştir. Ayrıca Doğu Roma’nın asker bulundurabileceği alanlar Safeviler, Osmanlıların dışta Habsburglarla kısıtlanacaktır. mücadelesini ve içte Celâli İsyanları ile uğraşmasını fırsat bilerek Şirvan, Azerbaycan ve Gürcistan’ı Buna göre Osmanlı’dan geri almıştır. Anadolu’da devlet otoritesini I. antlaşma sonrasında Roma’nın ikiye ayrıldığı, yeniden kuran Sadrazam Kuyucu Murat Paşa’nın, Safeviler üzerine yürümesiyle Şah Abbas; II. Hunların ekonomik açıdan kazanımlar elde ettiği, Osmanlılardan barış istemiş ve sonuçta iki devlet III.Doğu Roma üzerinde Hunların, üstünlüğünü arasında 1612 yılında Nasuh Paşa Antlaşması devam ettirdiği imzalanmıştır. ifadelerinden hangilerine ulaşılabilir? Buna göre aşağıdakilerden hangisi söylenemez? A)Yalnız I B)Yalnız II C)I ve II zorunda kaldığı D)II ve III E)I, II ve III düşürmek istediği C)İçeride yaşanan sorunların da etkisiyle Osmanlıların toprak kaybı yaşadığı 2. I. Alâeddin Keykubad’ın Moğollara karşı birlikte D)Safevilerin, Kafkasya’ya doğru harekete geçerek hareket etme teklifini reddeden, Ahlat’ı kuşatarak topraklarını genişlettiği Anadolu için bir tehdit oluşturan ve Yassıçemen Savaşı’nda Türkiye Selçukluları tarafından mağlup edilen devlet aşağıdakilerden hangisidir? ittifak yaptığı A)Karakoyunlular B)Gazneliler C)Bizans D)Akkoyunlular E)Harzemşahlar 14 Diğer sayfaya geçiniz. 2024-TYT/SOS",Osmanlı Devleti’nin birden fazla sorunla başa çıkmak,"Safevilerin, ticari olarak Osmanlıları zor duruma",,,"Safevilerin, Osmanlı Devleti’ne karşı Habsburglarla",,,TYT Sosyal,,Sosyal Bilimler
"İzmir’in işgalinin ertesi günü Denizli Müftüsü Ahmet 6. Doğal sistemleri oluşturan dört temel ortamdan biri olan Hulusi Efendi “Her ne pahasına olursa olsun Yunanlara atmosferin, yeryüzündeki canlı ve cansız unsurlar karşı koymak gerekir. (…) Ben fetva veriyorum. Silah ve üzerinde çeşitli etkileri bulunmaktadır. cephane azlığı veya yokluğu hiçbir zaman kavgaya mani Buna göre olmayacaktır. Hiçbir müdafaa vasıtası olmayan bir Müslüman dahi yerden üç taş alarak düşmana atmaya I. Canlı yaşamı için gerekli olan gaz bileşenlerini mecburdur.” diyerek halkı mücadeleye çağırmıştır. sağlar. Buna göre aşağıdakilerden hangisi söylenebilir? II. Güneş enerjisinin doğrudan yeryüzüne ulaşmasını sağlar. III.Gök taşlarının yeryüzüne ulaşmasını büyük Devletleri ile iş birliği yapıldığı oranda engeller. karşı ilk direnişin Denizli’de başladığı gösterilemez? C)İmkânsızlıklara rağmen işgal güçlerine karşı mücadele A)Yalnız I B)Yalnız II C)Yalnız III edilmesi gerektiği D)I ve II E)II ve III D)Damat Ferit Hükûmetinin işgallere karşı din adamlarını halkı örgütlemekle görevlendirdiği açıklamalarının halkı sakinleştirdiği 7. Aşağıda, bir alanda yükselti basamaklarına göre bitki dağılışını gösteren bir şekil ve üzerinde bazı alanların numaralandırılarak gösterildiği bir harita verilmiştir.",Yunan ordusunun İzmir’den çekilmesi için İtilaf,Mondros Mütarekesi sonrasında başlayan işgallere ifadelerinden hangileri bu etkilere örnek,,,İtilaf Devletlerinin işgallerin geçici olduğu yönündeki,,,TYT Sosyal,,Sosyal Bilimler
"Peyam-ı Sabah gazetesi muhabirinin “Lozan Barış Konferansı’na İstanbul Hükûmetinden bir heyet gidecek mi?” şeklindeki sorusuna Refet Paşa, “Mudanya Mütarekesi yalnız TBMM Hükûmeti adına imza edildi. Binaenaleyh bu defa da konferansta Türk Devleti’ni yalnız bu devletin yegâne meşru hükûmeti olan TBMM Hükûmeti temsil edebilir.” cevabını vermiştir. Lozan Konferansı öncesinde TBMM’nin aldığı ve Refet Paşa’nın bu görüşüyle aynı doğrultuda olan karar aşağıdakilerden hangisidir? C)Kabine sistemine geçilmesi D)Milletvekili seçimlerine gidilmesi Dağılışı gösterilen bu bitkiler haritada numaralandırılan alanların hangisinde görülür? 15 Diğer sayfaya geçiniz. 2024-TYT/SOS",Halifeliğin kaldırılması,Saltanat sistemine son verilmesi,,,Takrir-i Sükûn Kanunu’nun çıkarılması,,,TYT Sosyal,,Sosyal Bilimler
"Doğal sistemleri oluşturan dört temel ortamdan biri olan Hulusi Efendi “Her ne pahasına olursa olsun Yunanlara atmosferin, yeryüzündeki canlı ve cansız unsurlar karşı koymak gerekir. (…) Ben fetva veriyorum. Silah ve üzerinde çeşitli etkileri bulunmaktadır. cephane azlığı veya yokluğu hiçbir zaman kavgaya mani Buna göre olmayacaktır. Hiçbir müdafaa vasıtası olmayan bir Müslüman dahi yerden üç taş alarak düşmana atmaya I. Canlı yaşamı için gerekli olan gaz bileşenlerini mecburdur.” diyerek halkı mücadeleye çağırmıştır. sağlar. Buna göre aşağıdakilerden hangisi söylenebilir? II. Güneş enerjisinin doğrudan yeryüzüne ulaşmasını sağlar. III.Gök taşlarının yeryüzüne ulaşmasını büyük Devletleri ile iş birliği yapıldığı oranda engeller. karşı ilk direnişin Denizli’de başladığı gösterilemez? C)İmkânsızlıklara rağmen işgal güçlerine karşı mücadele A)Yalnız I B)Yalnız II C)Yalnız III edilmesi gerektiği D)I ve II E)II ve III D)Damat Ferit Hükûmetinin işgallere karşı din adamlarını halkı örgütlemekle görevlendirdiği açıklamalarının halkı sakinleştirdiği",Yunan ordusunun İzmir’den çekilmesi için İtilaf,Mondros Mütarekesi sonrasında başlayan işgallere ifadelerinden hangileri bu etkilere örnek,,,İtilaf Devletlerinin işgallerin geçici olduğu yönündeki,,,TYT Sosyal,,Sosyal Bilimler
"Aşağıda, bir alanda yükselti basamaklarına göre bitki dağılışını gösteren bir şekil ve üzerinde bazı alanların numaralandırılarak gösterildiği bir harita verilmiştir. 5. Peyam-ı Sabah gazetesi muhabirinin “Lozan Barış Konferansı’na İstanbul Hükûmetinden bir heyet gidecek mi?” şeklindeki sorusuna Refet Paşa, “Mudanya Mütarekesi yalnız TBMM Hükûmeti adına imza edildi. Binaenaleyh bu defa da konferansta Türk Devleti’ni yalnız bu devletin yegâne meşru hükûmeti olan TBMM Hükûmeti temsil edebilir.” cevabını vermiştir. Lozan Konferansı öncesinde TBMM’nin aldığı ve Refet Paşa’nın bu görüşüyle aynı doğrultuda olan karar aşağıdakilerden hangisidir? C)Kabine sistemine geçilmesi D)Milletvekili seçimlerine gidilmesi Dağılışı gösterilen bu bitkiler haritada numaralandırılan alanların hangisinde görülür? 15 Diğer sayfaya geçiniz. 2024-TYT/SOS",Halifeliğin kaldırılması,Saltanat sistemine son verilmesi,,,Takrir-i Sükûn Kanunu’nun çıkarılması,,,TYT Sosyal,,Sosyal Bilimler
"Sahip olduğu doğal ve beşerî özellikler dikkate alınarak Dünya üzerinde şekilsel bölgeler oluşturulabilir. Bunlardan bazıları aynı zamanda birden çok şekilsel bölge içerisinde yer alabilir. Bu ülkelerle ilgili I. L ülkesindeki çalışma çağı nüfus oranı, K ülkesinden yüksektir. Buna göre haritada kırmızı renkle gösterilen alanın II. K ülkesinde ortalama ömür, L ülkesinden daha aşağıdaki bölge türlerinden hangisi içerisinde düşüktür. yer aldığı söylenemez? III.L ülkesinde ortanca yaş, K ülkesinden daha düşüktür. IV.K ülkesinde okuryazar nüfus oranı, L ülkesinden yüksektir. ifadelerinden hangileri söylenebilir? C)Seyrek nüfuslu bölge A)I ve II B)I ve III C)II ve III D)Karstik yer şekilleri bölgesi D)II ve IV E)III ve IV",Çöl bölgesi,İslam kültür bölgesi,,,Az gelişmiş bölge,,,TYT Sosyal,,Sosyal Bilimler
"Hegel, Hukuk Felsefesinin Prensipleri adlı eserinde 13. XX. yüzyıl düşünürlerinden Martha Nussbaum, “Var olanı kavramak felsefenin görevidir çünkü var olan tragedyaları yaşamlarımıza yol gösteren bir kaynak akıldır. Bireye gelince herkes kendi zamanının olarak gördüğü İyiliğin Kırılganlığı adlı çalışmasında tüm çocuğudur, felsefe de aynı şekilde kendi zamanını etik sorgulamalara zemin oluşturabilecek şu soruya düşüncede özetler.” der. Felsefenin kendi zamanını yanıt arar: Dünyada başımıza gelebilecek kötü düşüncede özetlemesi ise ancak olaylar yaşandıktan rastlantılar iyi bir insan olmamız üzerinde ne derece sonra gerçekleşir. Bu yönüyle felsefe, dünyanın nasıl bir etkilidir? Ona göre tragedyalar insanın her an her şeyle yer olması gerektiğine dair bilgi vermek üzere sahneye karşılaşabilme ihtimalini gözler önüne serer ve iyiliğin hep geç gelir. Hegel’in, Romalı bilgelik tanrıçasına atfen kesin olmayana razı olmayı içeren bir kırılganlık söylediği gibi “Minerva’nın baykuşu ancak gün batarken taşıdığını gösterir. Tıpkı tragedyalarda olduğu gibi uçmaya başlar.”. Minerva’nın baykuşu bilginin yaşamda da nazik bir davranışımız kabalıkla, yaptığımız taşıyıcısıdır ve tarih somut bir şekilde kendini bir yardım nankörlükle karşılık bulabilir. Kısacası iyi bir gerçekleştirdiğinde kanatlarını açar ve uçmaya başlar. insan olmak, gerçekleştirilen her eylemde incinmeyi göze almakla mümkündür. Bu parçadan felsefeyle ilgili aşağıdakilerin hangisine ulaşılabilir? Bu parçadan aşağıdakilerin hangisine ulaşılabilir? kavrar. belirlenir. C)Ele aldığı konularla olayların akışını değiştirebilir. C)İyi yaşam, risklerden akıllıca uzaklaşabilmeyi gerektirir. D)Dünyayı yorumlamayı değil basitçe algılamayı hedefler. D)İyi davranış, belirsizlikte bile yönünü değiştirmeyendir. engeldir.",Mevcut zamanın ötesine geçip tüm çağlara hitap eder. A) Bir davranışı ahlaken iyi yapan şey içerdiği niyettir.,"Bir dönemin olaylarını olup bittikten sonra düşüncede B) İyinin değeri, eylemin gerçekleştirilme şekliyle",,,İnsana dair her türlü mesele üzerine fikir yürütebilir. E) Dünyanın ve yaşamın rastgeleliği iyiliğin önünde,,,TYT Sosyal,,Sosyal Bilimler
"Adını atom bombasını geliştiren ekibin liderinden alan Oppenheimer filmi, dünyayı etkileyen bir buluşun nasıl ortaya çıktığını anlatırken bilimsel bilginin niteliğine ilişkin de düşündürür. Filmde Oppenheimer’ın ulusal bir kahraman olarak hızla yükselişi ve bir idari soruşturma ile gözden düşüşü arasında birçok olaya şahit oluruz. Nitekim onun felsefi sorgulamaları, romantik ve siyasi ilişkileri, dönemin diğer bilim insanları ile yaşadığı fikir uyuşmazlıkları ve rekabet; bilimsel gelişmelerin dış dünyadan yalıtılmış değil kişisel motivasyonların, ahlaki değerlerin ve siyasi beklentilerin şekillendirdiği tarihsel bir bağlam içinde gerçekleştiğini gösterir. Bu parçada aşağıdakilerden hangisi vurgulanmaktadır? gösterir. C)Bilim insanlarının birtakım ahlaki yükümlülükleri vardır. D)Bilim, kişisel değer yargıları ve toplumsal koşullarla iç içedir. kaynaktır. 17 Diğer sayfaya geçiniz. 2024-TYT/SOS",Bilimsel bulgular toplumdan topluma değişiklik,Bilimsel bilgi yenilenme ve güncellenmeye açıktır.,,,Bilim tarihi için biyografik filmler vazgeçilmez bir,,,TYT Sosyal,,Sosyal Bilimler
